text	emotion	language
Нейното лекарство.	7	Bulgarian
Не предприемайте нищо, докато не се обадя.	1, 2	Bulgarian
Само ми обещай, че ще идеш на лекар в Мартиника.	4	Bulgarian
Как така парите са накрая на името на Джейн?	7	Bulgarian
Забравих за много неща и...	6	Bulgarian
- Две, сър.	7, 8	Bulgarian
Ще ти дам две.	5	Bulgarian
Значи отиваме при Кулата От Слонова Кост.	2	Bulgarian
Това заявление е било пълномощно, Поли!	1	Bulgarian
В случай, че искам да я прочета повече от веднъж.	2, 5	Bulgarian
Времето е ясно в Сан Франциско.	5, 8	Bulgarian
- Мисля, че е превъзходно.	5, 8	Bulgarian
Клайв, Нед, чуйте какво ще ви кажа.	4	Bulgarian
Буун?	2, 7	Bulgarian
Глух ли сте?	1, 4	Bulgarian
Да, такива сме.	6	Bulgarian
"Аз самата съм наполовина ""чалма""."	2	Bulgarian
Ханс ми помаха.	1, 6	Bulgarian
Англичанинът иска бой.	1, 2, 4	Bulgarian
Ей, Рейчъл!	2	Bulgarian
- И какво?	1, 7	Bulgarian
От 25 години градя репутацията си.	5	Bulgarian
Вдигаме си палците и на автостоп.	5	Bulgarian
Искаш ли питие?	8	Bulgarian
Раздавай, Шутър.	2	Bulgarian
Не вярвай, ако някой ти каже друго.	5, 8	Bulgarian
Или още не си го разбрал?	2, 4	Bulgarian
Наистина, чудесно е да ви видя отново!	5, 7, 8	Bulgarian
Значи никога повече не я е видял?	6	Bulgarian
Не го искам.	3	Bulgarian
Няма работа за нас.	6	Bulgarian
Храната е отврат!	1, 3	Bulgarian
Мислиш, че аз съм я убил.	6	Bulgarian
Ще потъне за 20-32 часа.	2, 8	Bulgarian
По-добре.	5, 7	Bulgarian
Мъртъв съм, но продължавам да съм деен.	2	Bulgarian
На него ли са му се приискали?	7	Bulgarian
-Какво се е случило?	2, 7	Bulgarian
Да, трябваше да го убиеш.	1, 2	Bulgarian
Не, всичко е наред.	2, 5	Bulgarian
Те са в малкото джобче на Андъруд.	3	Bulgarian
Няма за какво да арестувате Алфред Ингълторп.	8	Bulgarian
Никога няма да се занимавам с математика освен ако не се налага.	1	Bulgarian
Кажете й, че я чакаме.	1	Bulgarian
Знаел/а си когато те попитах без заобиколки и ти ме излъга.	1, 3, 6	Bulgarian
Кид ще трябва да го надиграе.	2, 4	Bulgarian
Те много ме обичат.	5, 8	Bulgarian
- Не, има.	6	Bulgarian
След брака, разбира се.	3	Bulgarian
Какво ми давате?	2	Bulgarian
Извинявай, просто се опитвам да завържа разговор.	1	Bulgarian
С влизането ми в Капана за плъхове, Първото нещо, което забелязвам, освен вонята на вкисната бира и засъхнала пикня, е напрежението.	3	Bulgarian
Слушай, по пътя си за вкъщи ще видиш Брант.	2	Bulgarian
Защо спряхме? Ограбваме влака.	4	Bulgarian
Закъснях ли?	8	Bulgarian
Но ти ще се ожениш за мен все пак, и ще бъдеш толкова нещастен, че...	1, 3	Bulgarian
Някой да ни помогне.	4	Bulgarian
Чакай, има още.	2	Bulgarian
Аз не го очаквам от теб.	2, 3	Bulgarian
Не може да избивате семейства и да говорите за човешки права.	1, 3	Bulgarian
Не мърдай!	1, 2	Bulgarian
- Какво е?	7	Bulgarian
Да забравим за това, Барни!	1, 8	Bulgarian
Пейте за някой друг. Това е заповед.	1	Bulgarian
Невероятно!	5	Bulgarian
Някой спомена ли преследване?	2, 5	Bulgarian
Не сме приключили още!	4	Bulgarian
Защо не проговорите най-после, за да видим за какво става дума?	2, 8	Bulgarian
Това е моят бизнес, да бъда съдия на човешкото поведение.	1, 2	Bulgarian
- Помощ!	4	Bulgarian
Арестуван сте.	4	Bulgarian
Трябва да действаме незабавно, още тази вечер!	2, 7	Bulgarian
Какво мога да направя за вас?	2, 8	Bulgarian
-Сигурно ни мисли доброто.	4, 6	Bulgarian
Не насочвай тази гадория към мен. Махни я!	1, 3	Bulgarian
Аз просто предположих... - Вие сте предположил?  Това е явно неуважение към своя командващ офицер.	3	Bulgarian
Какво по дяволите е това, Декър?	1, 7	Bulgarian
-Чу ли ме? Мирно!	7	Bulgarian
Ясно? Благодаря ви, това е всичко.	2, 5	Bulgarian
Това нещо не е за украса.	1	Bulgarian
Какво правиш, по дяволите?	1	Bulgarian
Заровен си жив?	4, 7	Bulgarian
Какво ще правиш?	4	Bulgarian
Зa мeн бeшe чeст дa служa с вaс.	8	Bulgarian
Виж, Джони, мисля, че преди малко ме разбра погрешно.	7	Bulgarian
- Имате предвид сутринта ли, сър?	7	Bulgarian
- Той ме убива.	4	Bulgarian
Ник, това беше новият ти партньор.	6, 7	Bulgarian
Да! Ще го измисля.	2, 8	Bulgarian
Не съм я свалял, нито съм спал с нея, нито съм й предлагал да се женим.	1	Bulgarian
Мисля, че е нагласено.	2, 8	Bulgarian
Но той е ядосан.	6	Bulgarian
- Като си дойда, ти не си...	1, 7	Bulgarian
Не говорете толкова високо.	1, 4	Bulgarian
Браво!	5	Bulgarian
Известната Мис Бианка?	7	Bulgarian
Но точно сега не мога да се сетя и една.	7	Bulgarian
Поел си страхотен риск с това.	1, 3	Bulgarian
Три кораба са били изгубени в тайфуна.	6	Bulgarian
- Закъснявам за среща.	7	Bulgarian
Намерих брат си на една московска улица. Бяха му дали четвърти клас порцион и той беше изключително недохранен.	7	Bulgarian
Добре, да оставим това за друг път.	5	Bulgarian
Забрави това, Барни.	1, 8	Bulgarian
Не повече и от теб да бъдеш такъв.	6, 7	Bulgarian
Ти луд ли си? -Ще ти дам друго.	8	Bulgarian
Знам един начин.	8	Bulgarian
Искаш да се внедриш в рокерска банда, а не знаеш как се кара мотор?	7	Bulgarian
